Commit Sha;Date;Author;Referenced Ticket;Version;Committed Files
2275dca97b;2013-07-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-400] Merge from 1_1_X;13;1
e8cc82cf94;2013-07-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-395] Applying provided patch, thanks;13;3
07ae2fce1f;2013-07-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-395] Merge from 1_1_X;13;3
e7bf0f26dd;2013-07-16;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-403 Added executionMessage to PropagationStatusTO;14;5
050d1990c9;2013-07-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-402 Set propagation status to assigned resource when primary resource failed.;14;2
7535358c9f;2013-07-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-402 Fix RoleController, add propagation status to assigned resource when primary resource failed.;14;3
2e3295d737;2013-07-19;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-403 Added to the ResultStatusModalPage the possibility to see the error message if the propagation fails;14;7
d662963a4d;2013-07-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-404] Synchronization cannot alter entitlements;14;2
5bc5444d41;2013-07-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-404] Merge from 1_1_X;14;2
7f37c02919;2013-07-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-286] Removing Spring MVC from admin console;14;13
291f5b72bc;2013-07-22;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-403 Added wicket-extend tag;14;0
2a653c92da;2013-07-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-286] Removing Spring MVC REST services;14;108
4e25cdd068;2013-07-24;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-286] Completing Spring MVC removal, switching to JSON as default content type everywhere;14;26
7814135af3;2013-07-25;AUTHOR=Fabio Martelli;MES=Provided creator, lastModifier, creationDate and lastChangeDate for attributables and resources - see SYNCOPE-15;14;30
5ff02d7cbf;2013-07-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-406] Using JPA entity listener for @PreUpdate and @PrePersit, removing AspectJ;14;21
76a4861d32;2013-07-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-285] Alignign TaskService and PolicyService in terms of 'type' path parameters;14;20
19e18bc23f;2013-07-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-246] Collection setters removed from transfer objects + provided custom BeanUtils for handling bean collection properties copy;14;82
23a34b4bcb;2013-07-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-285] Finalization;14;2
659506778f;2013-08-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-408] Applying provided patch, successfully tested against all supported databases;14;0
e7e73aec84;2013-08-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-408] Merge from 1_1_X;14;0
8296a77cb3;2013-08-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-409] Latest patch applied;14;5
eedcf6b93d;2013-08-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-409] Merge from 1_1_X;14;5
124d19b4bc;2013-08-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-409] Some changes needed for trunk;14;1
cfea451164;2013-08-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-410] Applying provided patch;14;4
79c2bc4d70;2013-08-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-410] Merge from 1_1_X;14;4
4e844d6477;2013-08-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-411] Applying provided patch + some minor tweaks + audit;14;4
141b85d6d6;2013-08-21;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-411] CXF 2.7.7.-SNAPSHOT is working again, merging from 1_1_X;14;4
70dc9d6baf;2013-08-22;AUTHOR=Francesco Chicchiriccò;MES=Upgrading to Wicket 6.10.0 and adjusting Selenium tests for SYNCOPE-409;14;1
555da1b154;2013-09-16;AUTHOR=Fabio Martelli;MES=SYNCOPE-15 fixed;14;8
7c3c2bd0bc;2013-09-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-405] Replace completed, for audit and logging: currently on log4j 2.0-beta9-SNAPSHOT;14;22
8775ee948d;2013-09-17;AUTHOR=Fabio Martelli;MES=SYNCOPE-133 Fixed;14;12
bbe1419b83;2013-09-18;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-414] Minor adjustments;14;0
b040da6481;2013-09-18;Object>);MES=[SYNCOPE-246] Residual invocation that cannot be checked at compile time due to non-generic nature of the collection (List;14;1
ab494d7fa8;2013-09-18;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-412] Backporting to 1_1_X part of audit SQL management from SYNCOPE-405;14;2
fc8874345d;2013-09-18;AUTHOR=Fabio Martelli;MES=SYNCOPE-407 fixed;14;15
a0ce2dbedf;2013-09-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-415] Applying provided patch;14;1
e04ddc8960;2013-09-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-415] Applying provided patch;14;1
cbdece6fca;2013-09-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-150] SyncopeClient and SyncopeClientFactoryBean now available and used both for core IT and console;14;68
9a31c5ffe9;2013-09-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-416] Suggestion applied;14;1
3595490683;2013-09-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-416] Merge from 1_1_X;14;1
bec0807f61;2013-09-19;AUTHOR=Fabio Martelli;MES=SYNCOPE-413 fixed on 1_0_X;14;1
f6c68bf65f;2013-09-19;AUTHOR=Fabio Martelli;MES=SYNCOPE-413 fixed on trunk;14;1
b20e8370f5;2013-09-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-417] Applying provided patch;14;1
65d40b7bf1;2013-09-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-417] Merge from 1_1_X;14;1
7df0dce62a;2013-09-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-418] Enforcing name constraints for any schema, resource and configuration;14;46
34c180e018;2013-09-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-418] Now working with JDK 6 as well...;14;2
f6bbf957ab;2013-09-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-418] Merge from 1_1_X;14;41
af6f161b52;2013-09-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-405] Completing log4j2 conf with latest features from 2.0-beta9;14;0
751cf78a52;2013-10-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-419] Providing dedicated exception type + audit message in case of user delete failure;15;2
1cf3bb8914;2013-10-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-419] Merge from 1_1_X;15;2
5966e69a03;2013-10-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-424] Applying provided patch;15;0
a034745b9b;2013-10-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-424] Merge from 1_1_X;15;0
dba895f0e5;2013-10-07;AUTHOR=Fabio Martelli;MES=SYNCOPE-393 fixed;15;53
fc5ad54bf2;2013-10-10;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-131] Introducing at any level the concept of attribute template (for roles and memberships);15;150
d41dafd0ac;2013-10-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-132] Introducing a special 'anonymous' user, with only fixed capabilities to perform self-registration via web console, distinct from actual unauthenticated user that cannot now access any REST resource;15;28
30189cba6f;2013-10-14;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-420] Implementation provided for users and roles, either when acting via REST or via SyncJob;15;17
f901441a20;2013-10-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-420] Fixing jaxrs errors;15;2
9db5e6b443;2013-10-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-420] Merge from 1_1_X;15;15
ecc2a8427b;2013-10-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-151] Introducing support for live RESTful API documentation based on XSLT transformation of WADL dynamically generated by CXF;15;23
fcba4ceb06;2013-10-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-426] Setting UserMod#id and RoleMod#id in service implementations, prior to call to controllers;15;5
43485c7371;2013-10-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-426] Merge from 1_1_X;15;4
e18903cbe1;2013-10-28;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-303] Refactoring exception management, also by avoiding composite exceptions whenever possible;15;89
e410841e4c;2013-10-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-425] Discussed changes and RESTful best practices applied;15;104
d22d853bc2;2013-10-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-432] Using ActionLinksPanel and removing TreeActionLinkPanel;15;4
f4d05ad6a6;2013-10-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-432] Merge from 1_1_X;15;4
28c4ac21ab;2013-10-31;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-427 add CSV report format;15;7
0ead583e57;2013-11-05;AUTHOR=Fabio Martelli;MES=Centralized notification and auditing message generation. Missing some improvement onto the console .... see issues SYNCOPE-422 & SYNCOPE-423;15;58
8494fc73f9;2013-11-05;AUTHOR=Fabio Martelli;MES=console improvement about SYNCOPE-422 and SYNCOPE-423;15;3
379f700f4e;2013-11-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-145] Removing UserRequest concept and injecting selfservice operations into the normal user workflow, with support for approval;15;95
95b449081f;2013-11-06;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-422 SYNCOPE-423 fix onEventAction;15;1
133c6b0497;2013-11-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-433] Fixing UNION query for MySQL compatibility;15;2
1fa232ccb5;2013-11-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-433] Merge from 1_1_X;15;2
3736919b3e;2013-11-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-434] Introducing new conf parameter 'authentication.statuses' for user statuses allowed to authenticate;15;2
3d0363f62b;2013-11-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-434] Merge from 1_1_X;15;2
21a175aea1;2013-11-08;AUTHOR=Fabio Martelli;MES=fix 'About' condition about SYNCOPE-422 Syncope-423;15;1
861bf57bbc;2013-11-08;AUTHOR=Fabio Martelli;MES=fix attributable about SYNCOPE-422 and SYNCOPE-423;15;1
c490cf6fa5;2013-11-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-435] Adding logic to asses whether mandatory attributes defined in mapping are actually provided during create() or update() on connectors;15;18
3ff71d7436;2013-11-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-435] Merge from 1_1_X;15;18
8269ea8aab;2013-11-12;AUTHOR=Fabio Martelli;MES=Added event details to the notification model about SYNCOPE-422 and SYNCOP-423;15;1
e8af6c4a9f;2013-11-12;AUTHOR=Fabio Martelli;MES=Provided before object about update coming from sync - SYNCOPE-422 and SYNCOPE-423;15;1
6fc66e1491;2013-11-13;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-437] Patch applied, thanks;15;3
43ffb320a4;2013-11-13;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-437] Reworked the patch a bit for trunk, then applied, thanks;15;3
f73a8157e7;2013-11-14;AUTHOR=Francesco Chicchiriccò;MES=Preparations for SYNCOPE-439: now Activiti workflow definition can be read and set either as XML and JSON;15;34
25d8c0d6b7;2013-11-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-436 Merge from 1_1_X;15;5
dab16ce325;2013-11-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-436 fix test for readonly virtual attributes;15;1
1ac7ccc16f;2013-11-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-436 Merge from 1_1_X;15;1
02668e39ba;2013-11-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-441] Suggested index added to default set and tested on all supported DBMS;15;0
fc78cdcc2b;2013-11-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-441] Merge from 1_1_X;15;0
95b6bb4da4;2013-11-19;AUTHOR=Fabio Martelli;MES=SYNCOPE-422 and SYNCOPE-423 fixed on 1.1.X;15;20
92373efd00;2013-11-20;AUTHOR=Fabio Martelli;MES=SYNCOPE-422 and SYNCOPE-423 merged from 1.1.X;15;78
361b589a9b;2013-11-21;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-440] Calling getLastSyncToken() before actual sync();15;1
81a069506a;2013-11-21;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-440] Merge from 1_1_X;15;1
ddc6a540dc;2013-11-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-439] Activiti Modeler now available from admin console;15;22
61be542bec;2013-11-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-431] Removing unnecessary debug statements from controllers' methods and enhancing ControllerHandler's debug statements;15;23
90bb4fd71f;2013-11-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-431] Merge from 1_1_X;15;25
3d2f19a3de;2013-11-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-448] Merge from 1_1_X;15;0
a55f19c108;2013-11-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-443] Removed any JS, CSS and image files due to external dependency, via WebJars;15;5
42bbcfbc91;2013-11-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-448] Missing bit;15;0
134dc7b82b;2013-11-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-438] Reworking a bit the provided patch and completing implementation for console;15;14
79b590536a;2013-11-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-449] Applying syncope-449-1.patch;15;0
3806fed954;2013-11-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-449] Merge from 1_1_X;15;0
dec5c8fa1c;2013-11-26;AUTHOR=Francesco Chicchiriccò;MES=Cleaning up double DefaultAttributableTransformer definition as discussed in SYNCOPE-449;15;1
bd0fad8172;2013-11-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-449] Merge from 1_1_X;15;1
ddf0b2590d;2013-11-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-451] OpenJPA 2.3.0 is in, JBossPersistenceMappingFactory removed, all DBMSes and JEE containers succesfully tested;15;1
8c28a231c8;2013-11-27;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-442 onto 1.1.X;15;11
a03aee1d61;2013-11-27;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-442 even onto the trunk;15;11
418bc07ff3;2013-11-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-430] Prefer / Preference-Applied headers enabled for user, role and userSelf services;16;22
6d5c303bc3;2013-12-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-429] Adding ETag generation for user and role objects + support for If-Match / If-None-Match headers;16;20
f9aef233e4;2013-12-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-456] Applying provided patch;16;0
bf65c0a8cd;2013-12-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-450] CXF 3.0.0-SNAPSHOT updated artifacts finally available;16;6
7568625dd9;2013-12-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-452] Avoid copying core/src/test/resources/rest.properties to archetype resources;16;0
1f4059be5a;2013-12-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-452] Merge from 1_1_X;16;0
452ec8e6e6;2013-12-03;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-453 on 1.1.X;16;3
48798d615b;2013-12-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-457] Reworking a bit provided patch;16;2
f2648c51c3;2013-12-04;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-455 on 1.1.X;16;3
0e2dfae7c2;2013-12-04;AUTHOR=Fabio Martelli;MES=SYNCOPE-455 merge from 1.1.X;16;3
8beb540ecf;2013-12-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-454] Passing an empty password change request does imply not send any password out during propagation;16;13
8c4a227edd;2013-12-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-454] Merge from 1_1_X;16;12
c4ae0a7448;2013-12-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-300] Preliminary changes;16;8
e16d3b9d62;2013-12-14;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-459 on the branch 1.1.X;16;6
db01dd93e9;2013-12-14;AUTHOR=Fabio Martelli;MES=SYNCOPE-459 merged from the branch 1.1.X;16;6
72fc3ecd0c;2013-12-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-300] Now using FIQL for user and role search features;16;204
21a9a607f6;2013-12-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-300] Providing different FIQL search builders for users and roles;16;22
90e89addb5;2013-12-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-349] Introducing support for 'orderby' in user and role search;16;24
dc9a5a8594;2013-12-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-349] Using orderby for users', roles', tasks' and reports' tables sorting;16;38
b41540a30a;2013-12-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-349] More input sanitizing;16;4
bba0a44174;2013-12-29;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-428;16;28
b33f2ca563;2013-12-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-466] Replacing IllegalArgumentException thrown on server side with more appropriate exception;16;5
2940e5fc1a;2013-12-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-466] Merge from 1_1_X;16;5
822302c158;2013-12-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-465] Adding AjaxFormChoiceComponentUpdatingBehavior to CheckGroup;16;2
8bd972c47d;2013-12-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-465] Merge from 1_1_X;16;9
f285d526ff;2013-12-31;AUTHOR=Fabio Martelli;MES=Fixes SYNCOPE-465 on the branch;16;1
6afd2ce9bf;2013-12-31;AUTHOR=Fabio Martelli;MES=Fix for SYNCOPE-465 merged from the branch 1.1.X;16;6
7126dd25b1;2014-01-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-460] Applying provided patch;16;4
a2ad6ccd1a;2014-01-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-460] Merge from 1_1_X;16;4
6d8cb33638;2014-01-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-151] Completing all javadocs according to latest modifications in CXF-5353;16;47
23e2a090c4;2014-01-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-469] Playing a bit with jquery's tabs;16;7
1eed602d22;2014-01-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-469] Merge from 1_1_X;16;1
a7bbf55751;2014-01-07;AUTHOR=Fabio Martelli;MES=Introduces push task about SYNCOPE-392; currently missing correlation rules management and matching rules management;16;41
eafae31625;2014-01-07;AUTHOR=Fabio Martelli;MES=Fix for build #423 about SYNCOPE-392 commit;16;1
5e34f44b82;2014-01-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-468] Now PolicyTO contains which roles and / or resources are using that policy;16;21
2fcb9137ec;2014-01-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-468] Merge from 1_1_X;16;20
907983e586;2014-01-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-475] Changing ComponentRenderingRequestHandler with RenderPageRequestHandler in SyncopeRequestCycleListener;16;2
6cba7826c7;2014-01-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-475] Merge from 1_1_X;16;3
b63ce558de;2014-01-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-474] Allowing self-read via username (even with roles);16;3
889cb0503e;2014-01-14;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-151] Completing as per CXF-5353;16;12
fcc7059ef1;2014-01-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-476] Applying provided patch;16;25
af58a6e90b;2014-01-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-478] Reverting modifications for SYNCOPE-476 and resolving SYNCOPE-477 by using wicket 6.14.0-SNAPSHOT;16;26
1e5f2a67f6;2014-01-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-478] Reverting modifications for SYNCOPE-476 and resolving SYNCOPE-477 by using wicket 6.14.0-SNAPSHOT;16;25
562f472f99;2014-01-28;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-405] Now that LOG4J2-344 and LOG4J2-359 are fixed, everything is back working;16;0
e9c8135567;2014-01-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-462] Upgrade to Spring 3.2.6;16;0
9dfcc57a1d;2014-01-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-462] Update to Spring 3.2.7, Spring Security 3.2.0 + updating local BeanUtils;16;1
73b9fc6a01;2014-02-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-478] Wicket 6.14.0 was released;16;0
ac142327bd;2014-02-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-478] Merge from 1_1_X;16;0
eddd08e933;2014-02-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-482] Applying provided patch;17;0
8cd8508cfe;2014-03-13;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-484] Patch applied, thanks;17;3
88b5ee2b85;2014-03-26;AUTHOR=Guido Wimmel;MES=[SYNCOPE-487] make Velocity tools available in templates for notifications;17;2
8d6d712ddb;2014-03-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-487] White noise: formatting;17;2
65e509c581;2014-03-26;AUTHOR=Guido Wimmel;MES=[SYNCOPE-487] Merge from 1_1_X (with modification: one assertion disabled on NotificationTest);17;2
44f66966fc;2014-03-26;AUTHOR=Guido Wimmel;MES=[SYNCOPE-487] revert accidental modification of quartz.version in conflict resolution of merge from 1_1_X;17;0
c586803e2e;2014-03-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-487] optin mail templates updated to 1.2.X TOs;17;1
4a4a588cd6;2014-03-27;AUTHOR=Guido Wimmel;MES=[SYNCOPE-487] minor fix email templates: use email address instead of username in generated link, as indicated in the text;17;0
b2b0402770;2014-03-27;AUTHOR=Guido Wimmel;MES=[SYNCOPE-487] Merge from 1_1_X;17;0
fe453b139f;2014-05-06;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-480] Added a smart operation notification panel with automatic appearance/disappearance behavior;19;41
3bfce48c33;2014-05-07;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-480] Undoing unwanted formatting changes;19;10
8b65d32d19;2014-05-07;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-480] restored css for schema and role template sub-tabs;19;0
efb1ab7252;2014-05-08;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-489] restored functionality of notification panel in XML editor popup, improved its graphical layout;19;2
067b6ba262;2014-05-08;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-490] improved SyncopeSession and login to prevent error page visualization after failed login and manual page reload;19;2
9eba670544;2014-05-09;AUTHOR=Marco Di Sabatino Di Diodoro;MES=SYNCOPE-485 Upgrade to Activity 5.15.1;19;2
a0976793c6;2014-05-13;AUTHOR=Massimiliano Perrone;MES=Fixed SYNCOPE-483;19;0
7cd4b43de6;2014-05-13;AUTHOR=Massimiliano Perrone;MES=Fixed SYNCOPE-483;19;1
aec8715934;2014-05-14;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-445] Provide a text field to specify whatever notification recipient;19;11
51f405913c;2014-05-15;AUTHOR=Massimiliano Perrone;MES=Fixed SYNCOPE-491;19;0
caa7e0a214;2014-05-15;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-486] updated Selenium version to 2.41.0, changed console IT tests accordingly (selenium-maven-plugin no more used);19;10
c58b3c7639;2014-05-16;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-486] merge from branch 1_1_X;19;10
f25aff5d61;2014-05-16;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-444] Improved handling of notification recipients;19;2
cf592cadb5;2014-05-20;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-447] improved information sent to NotificationManager in AbstractTaskJob to create task (cumulative) notification, improved optin template to reflect task execution if present;19;1
83341463c4;2014-05-20;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-492] provided notification object with field to enable/disable it, updated tests and console accordingly;19;8
eb6defb395;2014-05-23;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-446] Notification: added possibility to specify About for roles;19;11
8fd5166e7e;2014-05-26;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-493] added mapping purpose NONE, changed console layout of mapping purpose;19;10
963cc3105f;2014-05-27;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-495] Fix MembershipsPanel behavior;19;2
aa785a5936;2014-05-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-479] Now using X-Application-Error-Code and  X-Application-Error-Info header names for error reporting - more REST best practices;19;6
ffc61f0e32;2014-06-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-495] Fix X Close Button behavior, added new selenium test;19;2
316eca74d0;2014-06-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-498] Primitive type values are always mandatory in wicket: converting primitive classes to wrapper before instantiating SpinnerFieldPanel;19;11
576509c4e5;2014-06-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-496] Maven build profile updated - required ConnId SOAP connector upgrade;19;0
435cf91cda;2014-06-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-499] Added careful checks before using role template's parent, user owner and role owner;19;4
3ddffc0364;2014-06-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-499] Merge from 1_1_X;19;4
a01f0bae81;2014-06-06;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-497] JEXL Frame positioning;19;6
d3c0eaeed1;2014-06-06;AUTHOR=Fabio Martelli;MES=Fix for SYNCOPE-472;19;26
e1c0b2c001;2014-06-06;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-500] Fix enter key behavior into Membership modal page;19;1
7acc8d1513;2014-06-06;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-500];19;1
aceaf25fdc;2014-06-06;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-500] merge from 1_1_X;19;0
9fcaab6afb;2014-06-10;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-458] improved membership virtual attribute management;19;11
c492831ef7;2014-06-11;AUTHOR=Fabio Martelli;MES=[SYNCOPE-471] Provides matching rule management for push and sync actions. Still missing for more integration tests.;19;21
7a74fa1b19;2014-06-11;AUTHOR=Colm O Heigeartaigh;MES=[SYNCOPE-313] - Adding an initial way to import hashed passwords into Syncope from an LDAP backend;19;3
92ba1e4acd;2014-06-12;AUTHOR=Andrea Patricelli;MES=[SYNCOPE-501] improved management of user virtual attributes, implemented update of the only virtual attributes;19;3
f62322c85f;2014-06-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-270] Implementation provided;19;32
