Commit Sha;Date;Author;Referenced Ticket;Version;Committed Files
38a9f51ea4;2016-02-08;AUTHOR=giacomolm;MES=[SYNCOPE-719] Aligning libraries version names in the index.html; Fixing client error during session management;30;1
755591c7cf;2016-02-08;AUTHOR=giacomolm;MES=[SYNCOPE-720] Password reset flow completed;30;2
65d9e3146e;2016-02-08;AUTHOR=giacomolm;MES=[SYNCOPE-720] Mail template test now has the new URL;30;1
748a478249;2016-02-08;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Minor tweaks;30;0
5e0a7856d0;2016-02-10;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Switching to green-light theme and minor adjustments;30;1
a3dcf3a642;2016-02-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-700] Attempting to avoid future misunderstandings about the versions to which the guides refer to;30;0
2b8a6481b3;2016-02-12;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-758] Upgrade to wicket 7.2.0;30;4
62c8175af8;2016-02-12;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] Updated accordion component with AdminLTE style;30;8
de0a37d750;2016-02-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-750] Reworking statistics + adding numbers about users, groups, any objects, ...;30;50
2ecd96f10a;2016-02-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Styling tables as per Admin LTE + minor fixes;30;16
7d0b602eeb;2016-02-15;AUTHOR=giacomolm;MES=[SYNCOPE-719] A notification error appears in case of form errors;30;0
26cba3b9c2;2016-02-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] The very first widgets are in place;30;11
0d9358373b;2016-02-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-767] Applying suggested improvement;30;2
356655e55d;2016-02-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Small clean-up;30;8
3e6c308d70;2016-02-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Clean-up again;30;1
0e6e87171c;2016-02-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] More widgets;30;9
79834f92aa;2016-02-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Fixing ChartJS appearance;30;4
3f0f25623a;2016-02-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744][SYNCOPE-750] Moving load information reporting to a Quartz Job, scheduled every minute to ensure consistency under load;30;7
3147ee7610;2016-02-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744][SYNCOPE-750] Configuration completeness widget;30;7
757608a7c7;2016-02-18;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-769] Better fix for SYNCOPE-735, which avoids writing useless history entries rather than cleaning them up afterwards;30;9
3c6fe5eefd;2016-02-18;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] New notification panel;30;52
915f3c325d;2016-02-19;AUTHOR=fmartelli;MES=[SYNCOPE-768] this fix extends search to null attributes as well + improve plain schema validation by preventing usage of TO classes field names;30;10
6001e3939a;2016-02-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Minor fix to the completeness widget;30;1
e3d7ff37aa;2016-02-22;AUTHOR=giacomolm;MES=[SYNCOPE-719] Self registration/update wizard steps now can be customized;30;0
15582e4ff8;2016-02-24;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744][SYNCOPE-750] Basic work done for jobs and executions widget;30;45
c102dd24a0;2016-02-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744][SYNCOPE-750] Further improvements for jobs and executions widget;30;42
c222691706;2016-02-26;AUTHOR=giacomolm;MES=[SYNCOPE-719] Removed enduser cache service;30;1
e77308ccd7;2016-02-29;AUTHOR=giacomolm;MES=[SYNCOPE-719] logout button is showed on user self edit pages;30;0
d729b20635;2016-02-29;AUTHOR=giacomolm;MES=[SYNCOPE-719] enduser now supports 'mustChangePassword' state;30;2
f8bc1288de;2016-03-01;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console test and fixes;30;9
6da4eec2fc;2016-03-01;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console test and fixes;30;1
6306562fde;2016-03-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744][SYNCOPE-750] Job widget almost done;30;48
981dba133c;2016-03-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Fixing behavior when the notification job is not scheduled;30;1
03b7439922;2016-03-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] New look for the dashboard, job widget completed;30;15
89d0ce572d;2016-03-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] All tables feature the reload button;30;18
936d5422bc;2016-03-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console test for security questions;30;3
f561358688;2016-03-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console test for security questions;30;2
0d76a0f0bb;2016-03-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console test for roles;30;1
62c50276a1;2016-03-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Add console tests for realms;30;1
b38650de0c;2016-03-03;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-752] Fix console tests;30;2
581f5247df;2016-03-03;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Fixing pages title appeareance - now breadcrumb;30;12
3826d02383;2016-03-04;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] NotificationPanel doesn't appear if page is long and contains a scrollbar;30;1
24f035b4e8;2016-03-07;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] Added the possibility to choose which attributes to show;30;14
3b784c075f;2016-03-07;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] Added the possibility to choose which attributes to show;30;1
f9f50c5751;2016-03-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Here is the reconciliation status widget;30;78
d5ec3c71b6;2016-03-07;AUTHOR=giacomolm;MES=[SYNCOPE-719] Minor fixes related to datepicker, input with number type and checkbox;30;0
09e696b3d0;2016-03-08;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-766] Various alignment and fixes;30;4
1738c1c329;2016-03-08;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Sample widget from Camel ext;30;20
8557d2acf2;2016-03-08;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] Added new AjaxSpinnerFieldPanel;30;8
0d09829ed3;2016-03-08;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-701] Removing unwanted core/misc dependency;30;13
28569df550;2016-03-08;AUTHOR=Francesco Chicchiriccò;MES=Further refactoring as per SYNCOPE-620;30;235
855c909156;2016-03-09;AUTHOR=fmartelli;MES=[SYNCOPE-775] fixes the issue improving search panels;30;10
601a171a50;2016-03-10;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-766] Small improvements;30;6
61a7fdd38e;2016-03-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-771] Rename completed;30;146
3c19e35153;2016-03-11;AUTHOR=fmartelli;MES=[SYNCOPE-774] fixes the issue by improving feature;30;6
355ffbb9c4;2016-03-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-744] Small fix to reconciliation widget;30;1
8cee98bc2e;2016-03-15;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-730] Replaced the Bootstrap DateTimePicker with the YUI DateTimePicker;30;9
857d5e62a9;2016-03-15;AUTHOR=fmartelli;MES=[SYNCOPE-156] providing user, group and any object search panel;30;5
16a67589ef;2016-03-16;AUTHOR=Marco Di Sabatino Di Diodoro;MES=[SYNCOPE-156] Increase of the min height of the parameters form;30;2
04183d50fe;2016-03-16;AUTHOR=fmartelli;MES=[SYNCOPE-778] providing feature to force change password (bulk as well);30;11
d72befc591;2016-03-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-776] The problem is due to an incomplete step in the release process: when building with -PskipTests, fit/core-reference will be missing Activiti and Camel components; the solution is to use -PskipTests,all;30;0
8287f0621e;2016-03-17;AUTHOR=fmartelli;MES=[SYNCOPE-752] providing console test for users, groups and any objects;30;5
282a19baac;2016-03-19;AUTHOR=Francesco Chicchiriccò;MES=Tests alla green with Wildfly 9 - except for SYNCOPE-782;30;0
db624157e2;2016-03-19;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-782] Forgot to update the restCXFContext.xml file for Wildlfy, here's why DateParamConverterProvider was not picked up...;30;0
f7beea3004;2016-03-21;AUTHOR=fmartelli;MES=[SYNCOPE-156] fix for label;30;0
45c76fb087;2016-03-21;AUTHOR=giacomolm;MES=[SYNCOPE-780] Setting 'if-modifed-since' header to 0;30;0
0b4c4c8912;2016-03-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-701] Various improvements;31;5
6dd1757b3e;2016-03-24;AUTHOR=fmartelli;MES=[SYNCOPE-812] remove main flickerings;31;10
d9ec96b7c5;2016-03-24;AUTHOR=fmartelli;MES=[SYNCOPE-812] fix for all useless flickering;31;15
762178b15f;2016-03-24;AUTHOR=fmartelli;MES=[SYNCOPE-813] mandatory condition for configuration parameters not available anymore from administration console;31;1
9014cf2873;2016-03-24;AUTHOR=fmartelli;MES=[SYNCOPE-765] providing TODO features;31;24
aaf9f1b203;2016-03-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-815] Use sys:catalina.home;31;0
829d0217bb;2016-03-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-796] Putting some order in this index.html...;31;0
e913cac103;2016-03-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-785] Demo page;31;0
123bbb83e2;2016-03-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-810] Added all profile for core and console + ability to run embedded from enduser with core + console / getting started updated;31;0
75900f2d8f;2016-03-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-814] Setting empty AnyTypeClass for GROUP;31;0
5c4181fcbe;2016-03-29;AUTHOR=fmartelli;MES=[SYNCOPE-800] fix the issue by improving findByDerAttrValue;31;3
5c23951552;2016-03-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-753] Adding migrate conf command to CLI;31;11
6a432b9a48;2016-03-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-814] Fix;31;3
3d587889dd;2016-03-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-816] Fix;31;1
3d286f86fb;2016-03-30;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-753] Adding test to migrate conf;31;7
e29d78c17a;2016-03-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Various small improvements;31;24
ef80e01536;2016-03-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-765] TODO -> Approval;31;15
3e8912c350;2016-03-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Internal refactoring;31;47
ab0551c8d1;2016-03-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-802] Now using the AjaxPalettePanel for connector capabilities;31;4
0e5b127be2;2016-04-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-803] Now more evident that toggle button are for connector property override;31;8
db3b970ba2;2016-04-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-804] Upgrading several ConnId connector bundles;31;0
e90fa814e8;2016-04-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-792] Now using Bootstrap Popover;31;10
15b9e4e15d;2016-04-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-791] Adding titles to entitlements and realms wizard steps;31;2
f67b5f8541;2016-04-03;AUTHOR=berezkin;MES=[SYNCOPE-828] Added russian translation for admin console - This closes #12;31;1
7857936e65;2016-04-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-804] Using popover insted of plain title;31;5
45bfdf7de9;2016-04-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-811] Fixed;31;4
74e57f1f73;2016-04-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-793] Fixed by overriding ResourceMappingPanel#onBeforeRender;31;2
323b22cd69;2016-04-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-805] DropDownChoice provided - also set mandatory for PullTasks;31;3
bef0726464;2016-04-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-821] Implemented;31;9
692e1f91c6;2016-04-05;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-806] Resource provisioning validated, and management of aux classes in Provision instances added;31;25
0e89478de5;2016-04-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-807] Fixed;31;7
97af20e142;2016-04-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-824] Fix provided, more refinements for task create / edit;31;12
7300ccdf35;2016-04-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-797] Fix provided;31;1
27dae836f9;2016-04-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-819] Delete confirmation now works everywhere;31;3
f126c48419;2016-04-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-823] Fixed;31;1
68c3ead70e;2016-04-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-826] LogicActions provided;31;4
93cf229697;2016-04-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-788] Feature provided;31;28
4799787034;2016-04-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-788] Fixing typos;31;1
91befa207e;2016-04-08;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-789] Feature provided;31;24
8455cb96be;2016-04-08;AUTHOR=fmartelli;MES=[SYNCOPE-745] Provides notification and email template management. Still missing tests and tasks per notification.;31;46
1b84ceaa34;2016-04-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-830] Feature provided;31;24
f1e420a5e1;2016-04-13;AUTHOR=fmartelli;MES=[SYNCOPE-745] Provides notification and integration tests;31;14
1735c44c19;2016-04-18;AUTHOR=fmartelli;MES=[SYNCOPE-156, SYNCOPE-817] provides wizard to manage resources and connectors;31;47
550ee4f4c9;2016-04-18;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-822] UUID keys;31;540
dbfcc55188;2016-04-18;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Fixing key input for new resources;31;2
450387858a;2016-04-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Fixing breadcrumb;31;0
67d12d48be;2016-04-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-777] Fix provided thanks to the IzPack mailing list support;31;0
49533dcead;2016-04-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-781] Fix;31;2
0d745d4341;2016-04-21;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-822] Verified it works on all supported DBMS;31;49
c34416301b;2016-04-21;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-834] Consolidating in a single WebSocketBehavior;31;5
0139df7687;2016-04-21;AUTHOR=fmartelli;MES=[SYNCOPE-817] fixes connector creation wizard;31;9
daecdbbc02;2016-04-22;AUTHOR=fmartelli;MES=[SYNCOPE-801] provides fix for provision rules management;31;4
5b47ab2354;2016-04-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-790] Now binding JSON configuration to role which allows to selectively enable user / group / anyObject wizard steps, customize plain / derived / virtual attributes appearance order and even providing custom class;31;58
edb0cb33d4;2016-04-26;AUTHOR=Matteo Di Carlo;MES=SYNCOPE-798 now cancel does logout plus refactoring authorization;31;3
8b98a337a9;2016-04-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-790] Cleaning up console.properties;31;0
baf62abcfb;2016-04-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Fixing appearance of key columns when no pref cookie is set yet;31;4
a875832773;2016-04-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-837] Fix provided;31;2
826065f061;2016-04-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-825] Fix provided by disabling Bootstrap.js plugin for AdminLTE;31;1
b0417d7c3d;2016-04-27;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-737] storePasswordInSyncope management added;31;24
32726184d3;2016-04-27;AUTHOR=fmartelli;MES=[SYNCOPE-818] provides mapping item tranformers widget;31;9
eed24866ec;2016-04-28;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-835] Type extensions working;31;42
ae52b12e14;2016-04-28;AUTHOR=fmartelli;MES=[SYNCOPE-745] report management + refactoring ModalPanel interface; still missing reportlets;31;56
3b16483cfe;2016-04-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Minor cleanup;31;3
052cf6b164;2016-04-29;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-745] Audit;31;34
a637694af0;2016-05-02;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-745] Core now exposes reportlet conf classes, not reportlets;31;8
c6ad7270d0;2016-05-03;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-838] review of syncope-enduser's logs - this closes #14;31;1
2b0960de57;2016-05-03;AUTHOR=fmartelli;MES=[SYNCOPE-745] report reportlet management;31;21
94b6a75ffe;2016-05-04;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-799] user Admin cannot log in to enduser anymore - this closes #15;31;2
5472a323db;2016-05-04;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-799] Missing property declaration in root pom.xml;31;0
9e9bda9f03;2016-05-05;AUTHOR=fmartelli;MES=[SYNCOPE-745] provides integration tests for report and provisions - still missing report download feature;31;13
1bebcdad67;2016-05-05;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-836] user can log in and out without cleaning cache - this closes #16;31;0
44346bb664;2016-05-05;AUTHOR=fmartelli;MES=[SYNCOPE-745] provides full implementation of report features;31;7
9ef167750a;2016-05-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-753] Adding user and role migration from 1.2;31;32
570269424a;2016-05-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-842] Implementation provided;31;9
7d120084a8;2016-05-06;AUTHOR=fmartelli;MES=[SYNCOPE-841] close toggle panel deleting connecto/resource successfully;31;1
7dc7ddae72;2016-05-06;AUTHOR=fmartelli;MES=[SYNCOPE-841] When editing a pull/push task the notification "Operation executed successfully" appears once;31;2
2144363e60;2016-05-06;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-745] Export internal storage configuration as XML;31;3
4f44042cb6;2016-05-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-839] Re-enabling syncope-fit-build-tools deployment to Maven repository;31;0
b99b684ab0;2016-05-09;AUTHOR=fmartelli;MES=[SYNCOPE-841] fix for mapping item tansformers selection panel position;31;7
f8ffa6c2fe;2016-05-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Various small tweaks;31;9
a4df24e34e;2016-05-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-753] Add support for ConnId pagination API in reference Groovy scripts;31;1
c9ec6d401a;2016-05-09;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Painless plain user access to admin console;31;4
ce4b80fa93;2016-05-09;AUTHOR=fmartelli;MES=[SYNCOPE-820] providing basic console internals for user/group/anyobject templates management;31;15
1c28180166;2016-05-10;AUTHOR=fmartelli;MES=[SYNCOPE-820] provides user / group / any object template(s) for pull tasks;31;24
9a2660ca3f;2016-05-11;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Sensible default sorting for USER and GROUP;31;1
34dad8da77;2016-05-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Fixing console tests;31;2
b822bd75f4;2016-05-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] FastDateFormat everywhere;31;1
67fe7075bf;2016-05-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] FastDateFormat everywhere;31;2
951a64a7aa;2016-05-12;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-848] Refactoring completed;31;10
fa7def88fe;2016-05-12;AUTHOR=fmartelli;MES=[SYNCOPE-826] fixes templates for reals + provides console IT tests for template definition;31;30
af21e80106;2016-05-13;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-783] date and time fields management added in Syncope-enduser - this closes #17;31;5
ecc062ca56;2016-05-13;AUTHOR=fmartelli;MES=[SYNCOPE-844] fixes general task execution details view;31;8
5ee30a666a;2016-05-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-857] Feature provided;31;31
4c2269e519;2016-05-16;AUTHOR=fmartelli;MES=[SYNCOPE-847] fixes table refresh after schema creation;31;4
ae1f3e010e;2016-05-16;AUTHOR=fmartelli;MES=[SYNCOPE-851] provides wizard step titles + fixes some minor css issues;31;7
1be1581119;2016-05-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-858] Enhancement provided;31;1
e5eed43a30;2016-05-20;AUTHOR=Matteo Di Carlo;MES=SYNCOPE-721 i18n added;31;1
6a0a6ffb3d;2016-05-24;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-855] SyncToken management now more in line with ConnId's semantics;31;18
98673c0ee4;2016-05-25;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-856] Added REST methods for bulk (de)provisioning group members + handles in console;31;24
d09a43146c;2016-05-26;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-856] Missing some admin console quirks;31;2
030d1c2492;2016-05-27;AUTHOR=fmartelli;MES=[SYNCOPE-745] provides policy management + console integration tests;31;34
fa5e27ff30;2016-05-27;AUTHOR=fmartelli;MES=[SYNCOPE-849,SYNCOPE-850] fix for chrome;31;55
514cbf435f;2016-05-31;AUTHOR=fmartelli;MES=[SYNCOPE-846] removed flickering by providing two new behaviors;31;10
0f738186c9;2016-05-31;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Preliminary work;31;80
c1fd63c0e2;2016-06-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Minor fixes;31;5
4e16b0224c;2016-06-01;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-156] Minor cleanup;31;0
02bccb360a;2016-06-03;AUTHOR=Tushar;MES=Added Exception for existing key (SYNCOPE-866) - This closes #18;31;4
bee58eabed;2016-06-06;AUTHOR=fmartelli;MES=[SYNCOPE-868] provides button bar for template report creation modal + refresh for report templates table;33;1
1389a93766;2016-06-06;AUTHOR=fmartelli;MES=[SYNCOPE-867] provides refresh for notification templates table;33;2
f4a9e2cf5c;2016-06-06;AUTHOR=fmartelli;MES=[SYNCOPE-852] provide resource exclusion from maven filtering;33;2
d067c2c31f;2016-06-07;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-870] Using username and group's name everywhere instead of keys;33;8
2ff73daa02;2016-06-10;AUTHOR=fmartelli;MES=[SYNCOPE-829] provides next button to browse resource connector objects. Furthermore a safety check has been provided into the method to retrieve the list of connector objects: the maximum number of returned items is set to 1k. Before to close the related issue I will wait to discuss this last feature in order to collect feedbacks and evaluate the goodness of this implementation;33;8
c525611cbf;2016-06-12;AUTHOR=Tushar;MES=[SYNCOPE-700] Corrected misspells and also added content to the Using the Admin Console section for the reference guide - This closes #19;33;0
9d15e6f19b;2016-06-13;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-829] Moving result size protection onto external layers;33;2
f5f6270ef2;2016-06-14;AUTHOR=fmartelli;MES=[SYNCOPE-860] provides role and group members inspecting feature;33;25
449cac5c70;2016-06-14;AUTHOR=fmartelli;MES=[SYNCOPE-827] provides filters management for push tasks;33;4
d7517772ba;2016-06-14;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Features complete;33;52
9706adc12e;2016-06-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Updating conf migration from 1.2;33;1
bcc33d296a;2016-06-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Adjusting one failing test;33;1
dbdd1bc219;2016-06-15;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-827] Fixing FIQL filter generation, which was causing test failure;33;5
bc72d69a4a;2016-06-15;AUTHOR=fmartelli;MES=[SYNCOPE-859] provides bulk unassign/unlink/deprovision from resources;33;13
389922fed3;2016-06-16;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Aligning group's and anyObject's name validating regexp with IntAttrNameParser's patterns;33;9
20681c81ce;2016-06-16;AUTHOR=Tushar;MES=SYNCOPE-871 Linked NumberWidgets on Dashboard - This closes #21;33;3
b1626cf0d5;2016-06-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Ensuring any types ordering on console;33;8
bd1f28f84b;2016-06-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-862] Verified compatibility with MySQL / MariaDB / PostgreSQL / Oracle DB / MS SQL Server (changed to use jTDi);33;4
57580628bc;2016-06-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-871] Minor stuff (formatting, cursor pointer on number widget instances);33;3
b96771c027;2016-06-17;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-721] missing tidybits;33;0
c0541f2557;2016-06-17;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-864] IT profile added, docs and site updated;33;0
4c053fd24a;2016-06-17;AUTHOR=fmartelli;MES=[SYNCOPE-845] provides membership type extensions;33;6
9df34b024b;2016-06-17;AUTHOR=fmartelli;MES=[SYNCOPE-845] remove comments and debug statements;33;1
636a136389;2016-06-17;AUTHOR=fmartelli;MES=[SYNCOPE-865] provides one notification panel per page;33;64
bb0be0902e;2016-06-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-865] Addressing Andrea Del Bene's concern from WICKET-6167;33;2
649ba7743f;2016-06-20;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-873] Cleanup;33;30
25edf001de;2016-06-20;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-721] adds cookieStore usage for angular translate - This closes #24;33;0
62f56963c8;2016-06-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-874] Most of work done on core; console implementation is missing;33;95
0e6481eb03;2016-06-22;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-874] Completing work on core side, including tests;33;32
ddc2f3a180;2016-06-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-876] Fix provided;33;1
9042203d7f;2016-06-23;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-875] Auto-setting connectorName during check as already done fore create;33;2
0370ddc65b;2016-06-23;AUTHOR=fmartelli;MES=[SYNCOPE-874] handling realm provisioning features on the administration console;33;25
3d7159e7b0;2016-06-23;AUTHOR=Matteo Di Carlo;MES=[SYNCOPE-869] adds a final state to edit/create user and password reset in case of success - This closes #25;33;0
e9d42f4ab1;2016-06-23;AUTHOR=fmartelli;MES=[SYNCOPE-863] fixes + provides password management for new resources selected during user editing;33;2
2191c595f5;2016-06-23;AUTHOR=Nicola Scendoni;MES=[SYNCOPE-880] Identity Recertification;33;10
21658a50f6;2016-06-24;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-878] Fix;33;1
6a5fa84162;2016-06-24;AUTHOR=Francesco Chicchiriccò;MES=[SYNCOPE-879] Fix;33;3
