Ticket ID;Date;Fixed Commits;Affected Versions
SYNCOPE-1567;2020-05-19;1;3
SYNCOPE-1565;2020-05-18;1;3
SYNCOPE-1564;2020-05-18;1;3
SYNCOPE-1563;2020-05-15;1;2
SYNCOPE-1561;2020-05-13;1;2
SYNCOPE-1560;2020-05-12;5;3
SYNCOPE-1554;2020-04-17;1;2
SYNCOPE-1546;2020-03-06;1;3
SYNCOPE-1544;2020-02-20;2;2
SYNCOPE-1542;2020-02-13;4;2
SYNCOPE-1539;2020-02-03;1;3
SYNCOPE-1538;2020-01-31;6;2
SYNCOPE-1537;2020-01-30;3;2
SYNCOPE-1536;2020-01-28;1;2
SYNCOPE-1533;2020-01-14;2;2
SYNCOPE-1526;2019-12-12;1;3
SYNCOPE-1525;2019-12-12;1;3
SYNCOPE-1520;2019-12-02;2;2
SYNCOPE-1512;2019-11-18;1;2
SYNCOPE-1505;2019-10-29;1;4
SYNCOPE-1504;2019-10-15;1;2
SYNCOPE-1503;2019-10-10;1;2
SYNCOPE-1493;2019-09-10;1;3
SYNCOPE-1492;2019-09-09;1;1
SYNCOPE-1488;2019-09-09;1;2
SYNCOPE-1487;2019-09-09;1;4
SYNCOPE-1485;2019-09-04;1;3
SYNCOPE-1484;2019-09-03;1;2
SYNCOPE-1483;2019-09-03;1;1
SYNCOPE-1481;2019-08-07;1;3
SYNCOPE-1480;2019-07-25;1;3
SYNCOPE-1478;2019-06-25;1;2
SYNCOPE-1477;2019-06-05;1;3
SYNCOPE-1476;2019-06-03;3;3
SYNCOPE-1474;2019-05-24;1;2
SYNCOPE-1472;2019-05-17;1;3
SYNCOPE-1470;2019-05-07;1;2
SYNCOPE-1469;2019-05-07;2;2
SYNCOPE-1467;2019-05-03;1;3
SYNCOPE-1461;2019-04-16;1;2
SYNCOPE-1457;2019-04-05;2;3
SYNCOPE-1454;2019-04-02;1;3
SYNCOPE-1453;2019-03-27;2;3
SYNCOPE-1452;2019-03-25;1;3
SYNCOPE-1450;2019-03-12;1;3
SYNCOPE-1448;2019-03-11;1;2
SYNCOPE-1447;2019-03-11;1;2
SYNCOPE-1446;2019-03-08;1;2
SYNCOPE-1443;2019-02-28;1;3
SYNCOPE-1442;2019-02-26;1;3
SYNCOPE-1440;2019-02-21;1;3
SYNCOPE-1439;2019-02-20;2;3
SYNCOPE-1438;2019-02-20;1;3
SYNCOPE-1437;2019-02-19;1;2
SYNCOPE-1432;2019-02-05;1;2
SYNCOPE-1431;2019-02-05;1;2
SYNCOPE-1430;2019-01-28;2;3
SYNCOPE-1429;2019-01-25;1;3
SYNCOPE-1428;2019-01-25;1;3
SYNCOPE-1425;2019-01-17;1;3
SYNCOPE-1420;2018-12-21;1;3
SYNCOPE-1419;2018-12-20;4;3
SYNCOPE-1417;2018-12-13;1;3
SYNCOPE-1411;2018-12-10;2;3
SYNCOPE-1408;2018-12-05;3;3
SYNCOPE-1407;2018-12-04;2;3
SYNCOPE-1406;2018-12-03;1;2
SYNCOPE-1405;2018-12-03;1;3
SYNCOPE-1404;2018-11-28;1;1
SYNCOPE-1399;2018-11-20;2;1
SYNCOPE-1393;2018-11-05;1;3
SYNCOPE-1391;2018-11-02;1;3
SYNCOPE-1390;2018-11-01;1;3
SYNCOPE-1389;2018-10-24;1;3
SYNCOPE-1388;2018-10-23;1;3
SYNCOPE-1387;2018-10-23;1;2
SYNCOPE-1383;2018-10-11;3;3
SYNCOPE-1380;2018-10-10;1;3
SYNCOPE-1377;2018-10-01;1;3
SYNCOPE-1376;2018-09-27;1;3
SYNCOPE-1375;2018-09-26;1;3
SYNCOPE-1374;2018-09-20;2;3
SYNCOPE-1373;2018-09-17;1;3
SYNCOPE-1370;2018-09-12;1;3
SYNCOPE-1366;2018-09-05;1;3
SYNCOPE-1365;2018-09-05;1;2
SYNCOPE-1364;2018-09-05;0;2
SYNCOPE-1363;2018-09-05;1;2
SYNCOPE-1362;2018-09-05;1;2
SYNCOPE-1361;2018-09-04;1;3
SYNCOPE-1360;2018-09-03;1;3
SYNCOPE-1358;2018-08-16;1;3
SYNCOPE-1357;2018-08-16;1;3
SYNCOPE-1356;2018-08-16;1;3
SYNCOPE-1354;2018-08-13;1;3
SYNCOPE-1353;2018-08-11;1;3
SYNCOPE-1352;2018-08-10;1;3
SYNCOPE-1350;2018-08-09;2;3
SYNCOPE-1347;2018-07-31;1;3
SYNCOPE-1346;2018-07-26;1;3
SYNCOPE-1344;2018-07-24;1;2
SYNCOPE-1343;2018-07-24;2;3
SYNCOPE-1342;2018-07-22;1;2
SYNCOPE-1340;2018-07-20;1;3
SYNCOPE-1339;2018-07-16;1;3
SYNCOPE-1338;2018-07-16;1;3
SYNCOPE-1337;2018-07-13;1;3
SYNCOPE-1335;2018-07-11;2;2
SYNCOPE-1334;2018-07-10;1;2
SYNCOPE-1333;2018-07-09;3;3
SYNCOPE-1693;2022-08-26;0;1
SYNCOPE-1627;2021-04-12;0;1
SYNCOPE-1623;2021-03-19;0;1
SYNCOPE-1330;2018-07-02;1;1
SYNCOPE-1221;2017-10-11;0;1
SYNCOPE-734;2015-11-23;1;1
SYNCOPE-726;2015-11-09;0;1
SYNCOPE-689;2015-08-28;1;1
SYNCOPE-563;2014-10-09;0;1
SYNCOPE-546;2014-09-04;1;1
SYNCOPE-481;2014-02-12;0;1
SYNCOPE-456;2013-12-02;1;1
