Version;ClassName;Size;LOC_touched;NR;NFix;NAuth;LOC_added;MAX_LOC_added;AVG_LOC_added;Churn;MAX_Churn;AVG_Churn;ChgSetSize;MAX_ChgSet;AVG_ChgSet;Age;WeightedAge;Buggy
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;80;8;1;1;1;7;7;7.0;6;6;6.0;4;4;4.0;27;3.375;Yes
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;218;16;1;1;1;5;5;5.0;-6;0;-6.0;4;4;4.0;27;1.6875;Yes
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;152;13;1;1;1;12;12;12.0;11;11;11.0;4;4;4.0;27;2.076923076923077;Yes
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;65;6;1;1;1;5;5;5.0;4;4;4.0;4;4;4.0;27;4.5;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;43;22;1;1;1;12;12;12.0;2;2;2.0;14;14;14.0;27;1.2272727272727273;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;52;3;1;1;1;2;2;2.0;1;1;1.0;14;14;14.0;27;9.0;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;88;2;1;1;1;1;1;1.0;0;0;0.0;3;3;3.0;27;13.5;Yes
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;64;88;1;1;1;88;88;88.0;88;88;88.0;5;5;5.0;0;0.0;Yes
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;176;4;1;1;1;3;3;3.0;2;2;2.0;0;0;0.0;27;6.75;Yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;556;684;1;1;1;684;684;684.0;684;684;684.0;11;11;11.0;0;0.0;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;33;58;1;1;1;58;58;58.0;58;58;58.0;11;11;11.0;0;0.0;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;21;44;1;1;1;44;44;44.0;44;44;44.0;11;11;11.0;0;0.0;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java;42;77;1;1;1;77;77;77.0;77;77;77.0;11;11;11.0;0;0.0;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java;27;47;1;1;1;47;47;47.0;47;47;47.0;11;11;11.0;0;0.0;No
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java;10;43;1;1;1;43;43;43.0;43;43;43.0;11;11;11.0;0;0.0;No
2;hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java;97;123;1;1;1;123;123;123.0;123;123;123.0;11;11;11.0;0;0.0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;1011;792;17;17;3;635;175;37.35;478;478;28.11;218;44;12.82;59;0.07449494949494949;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;447;169;6;6;3;118;67;19.66;67;67;11.16;116;44;19.33;31;0.1834319526627219;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;147;77;7;7;2;39;13;5.57;1;1;0.14;106;44;15.14;31;0.4025974025974026;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;785;274;9;9;2;207;93;23.0;140;140;15.55;133;44;14.77;31;0.11313868613138686;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;293;44;4;4;1;44;11;11.0;44;44;11.0;62;44;15.5;59;1.3409090909090908;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;300;176;10;10;3;121;73;12.1;66;66;6.6;158;44;15.8;59;0.3352272727272727;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;427;662;13;13;3;320;101;24.61;-22;0;-1.7;162;44;12.46;59;0.0891238670694864;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;80;45;4;4;2;16;9;4.0;-13;0;-3.25;80;44;20.0;59;1.3111111111111111;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;35;28;3;3;2;13;6;4.33;-2;0;-0.67;69;44;23.0;59;2.107142857142857;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;679;581;12;12;3;327;154;27.25;73;73;6.08;136;44;11.33;59;0.10154905335628227;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;366;389;9;9;3;272;153;30.22;155;155;17.22;142;44;15.77;59;0.15167095115681234;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;137;94;3;3;2;56;42;18.66;18;18;6.0;56;44;18.66;59;0.6276595744680851;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;116;121;4;4;2;117;54;29.25;113;113;28.25;62;44;15.5;59;0.48760330578512395;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;202;388;7;7;3;203;129;29.0;18;18;2.57;153;44;21.85;59;0.15206185567010308;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;114;120;5;5;3;49;25;9.8;-22;0;-4.4;124;44;24.8;59;0.49166666666666664;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java;69;102;4;4;2;97;72;24.25;92;92;23.0;90;44;22.5;0;0.0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;338;297;5;5;3;128;102;25.6;-41;0;-8.2;124;44;24.8;59;0.19865319865319866;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java;70;103;4;4;2;98;72;24.5;93;93;23.25;90;44;22.5;0;0.0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;159;119;5;5;3;77;52;15.4;35;35;7.0;122;44;24.4;59;0.4957983193277311;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;70;209;2;2;2;127;96;63.5;45;45;22.5;65;44;32.5;59;0.2822966507177033;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;160;314;4;4;2;233;143;58.25;152;152;38.0;90;44;22.5;59;0.18789808917197454;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java;49;75;2;2;1;72;65;36.0;69;69;34.5;54;44;27.0;0;0.0;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java;77;152;2;2;1;152;129;76.0;152;152;76.0;65;44;32.5;0;0.0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java;33;55;2;2;1;37;31;18.5;19;19;9.5;54;44;27.0;59;1.0727272727272728;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java;28;45;1;1;1;45;45;45.0;45;45;45.0;44;44;44.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;305;204;6;6;3;186;83;31.0;168;168;28.0;91;44;15.16;31;0.15196078431372548;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;735;390;9;9;3;304;179;33.77;218;218;24.22;193;77;21.44;59;0.15128205128205127;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;316;46;3;3;2;37;28;12.33;28;28;9.33;132;77;44.0;59;1.2826086956521738;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java;148;83;6;6;3;47;22;7.83;11;11;1.83;168;77;28.0;31;0.37349397590361444;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;0;0;1;1;1;0;0;0.0;0;0;0.0;44;44;44.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;0;0;1;1;1;0;0;0.0;0;0;0.0;44;44;44.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;0;0;1;1;1;0;0;0.0;0;0;0.0;44;44;44.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;0;0;1;1;1;0;0;0.0;0;0;0.0;44;44;44.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;123;50;3;3;2;32;21;10.66;14;14;4.66;140;77;46.66;59;1.18;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java;65;53;2;2;2;32;29;16.0;11;11;5.5;65;44;32.5;31;0.5849056603773585;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;283;128;4;4;2;96;77;24.0;64;64;16.0;149;77;37.25;59;0.4609375;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java;45;73;3;3;2;69;59;23.0;65;65;21.66;131;77;43.66;0;0.0;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;212;26;2;2;2;13;12;6.5;0;0;0.0;121;77;60.5;59;2.269230769230769;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;377;364;14;14;2;288;148;20.57;212;212;15.14;146;44;10.42;31;0.08516483516483517;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;324;112;4;4;3;78;39;19.5;44;44;11.0;124;77;31.0;59;0.5267857142857143;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;871;325;5;5;2;98;52;19.6;-129;0;-25.8;129;77;25.8;59;0.18153846153846154;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;88;27;3;3;2;13;6;4.33;-1;0;-0.34;122;77;40.66;59;2.185185185185185;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java;41;64;2;2;1;64;63;32.0;64;64;32.0;52;44;26.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java;33;56;2;2;1;56;55;28.0;56;56;28.0;52;44;26.0;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java;541;693;5;5;3;655;506;131.0;617;617;123.4;132;77;26.4;0;0.0;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;788;278;4;4;3;261;169;65.25;244;244;61.0;33;17;8.25;31;0.11151079136690648;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;411;54;6;6;3;30;10;5.0;6;6;1.0;65;38;10.83;31;0.5740740740740741;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;112;4;2;2;2;2;1;1.0;0;0;0.0;48;38;24.0;59;14.75;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;130;107;5;5;3;60;42;12.0;13;13;2.6;39;18;7.8;59;0.5514018691588785;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;312;707;12;12;3;438;139;36.5;169;169;14.08;92;38;7.66;59;0.08345120226308345;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;97;19;3;3;2;9;4;3.0;-1;0;-0.34;48;38;16.0;59;3.1052631578947367;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java;3995;4140;7;7;2;4114;1493;587.71;4088;4088;584.0;64;18;9.14;0;0.0;Yes
3;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;16532;18822;14;14;2;14591;4307;1042.21;10360;10360;740.0;219;27;15.64;59;0.003134629688662204;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;1042;1008;11;11;3;682;318;62.0;356;356;32.36;115;38;10.45;59;0.05853174603174603;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java;717;863;9;9;3;832;341;92.44;801;801;89.0;148;77;16.44;0;0.0;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;77;35;2;2;1;31;28;15.5;27;27;13.5;5;4;2.5;59;1.6857142857142857;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;77;2;1;1;1;1;1;1.0;0;0;0.0;0;0;0.0;59;29.5;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;544;165;10;10;3;141;49;14.1;117;117;11.7;123;38;12.3;59;0.3575757575757576;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java;230;301;3;3;2;292;257;97.33;283;283;94.33;21;10;7.0;0;0.0;Yes
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;491;31;3;3;2;17;11;5.66;3;3;1.0;82;77;27.33;31;1.0;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;214;118;6;6;2;105;42;17.5;92;92;15.33;81;24;13.5;59;0.5;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;306;347;12;12;3;316;140;26.33;285;285;23.75;91;24;7.58;59;0.17002881844380405;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java;105;166;2;2;1;166;149;83.0;166;166;83.0;31;24;15.5;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java;110;269;4;4;1;241;163;60.25;213;213;53.25;55;24;13.75;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java;36;221;3;3;1;190;118;63.33;159;159;53.0;45;24;15.0;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java;24;104;2;2;1;100;96;50.0;96;96;48.0;34;24;17.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java;741;945;7;7;1;893;559;127.57;841;841;120.14;86;24;12.28;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;453;165;9;9;3;127;40;14.11;89;89;9.88;95;24;10.55;59;0.3575757575757576;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;421;14;3;3;2;11;5;3.66;8;8;2.66;89;38;29.66;59;4.214285714285714;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;26;5;1;1;1;5;5;5.0;5;5;5.0;24;24;24.0;59;11.8;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;114;188;4;4;1;161;82;40.25;134;134;33.5;62;24;15.5;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java;0;0;1;1;1;0;0;0.0;0;0;0.0;24;24;24.0;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;95;38;1;1;1;38;38;38.0;38;38;38.0;24;24;24.0;59;1.5526315789473684;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;59;81;2;2;1;80;75;40.0;79;79;39.5;27;24;13.5;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;62;88;2;2;2;86;84;43.0;84;84;42.0;101;77;50.5;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;309;481;6;6;2;423;237;70.5;365;365;60.83;150;77;25.0;0;0.0;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;269;314;5;5;2;310;291;62.0;306;306;61.2;132;77;26.4;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;114;21;3;3;2;17;9;5.66;13;13;4.33;53;27;17.66;59;2.8095238095238093;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;67;14;1;1;1;12;12;12.0;10;10;10.0;24;24;24.0;59;4.214285714285714;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;324;246;4;4;3;233;218;58.25;220;220;55.0;130;77;32.5;59;0.23983739837398374;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;287;8;3;3;3;5;3;1.66;2;2;0.66;128;77;42.66;59;7.375;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java;182;52;4;4;2;29;17;7.25;6;6;1.5;139;77;34.75;59;1.1346153846153846;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;150;7;1;1;1;7;7;7.0;7;7;7.0;8;8;8.0;59;8.428571428571429;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;175;157;4;4;2;145;70;36.25;133;133;33.25;91;77;22.75;31;0.19745222929936307;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;168;14;1;1;1;13;13;13.0;12;12;12.0;10;10;10.0;31;2.2142857142857144;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;596;145;7;7;3;89;43;12.71;33;33;4.71;67;38;9.57;59;0.4068965517241379;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;135;6;1;1;1;4;4;4.0;2;2;2.0;10;10;10.0;59;9.833333333333334;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;155;22;3;3;3;13;9;4.33;4;4;1.33;56;38;18.66;59;2.6818181818181817;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;20;20;1;1;1;15;15;15.0;10;10;10.0;10;10;10.0;59;2.95;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java;16;51;3;3;1;47;45;15.66;43;43;14.33;88;77;29.33;0;0.0;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;409;151;5;5;3;110;62;22.0;69;69;13.8;27;13;5.4;59;0.39072847682119205;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java;44;88;3;3;2;81;63;27.0;74;74;24.66;10;8;3.33;0;0.0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;117;6;1;1;1;4;4;4.0;2;2;2.0;16;16;16.0;59;9.833333333333334;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;119;9;2;2;1;5;3;2.5;1;1;0.5;54;38;27.0;59;6.555555555555555;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;163;9;1;1;1;5;5;5.0;1;1;1.0;16;16;16.0;59;6.555555555555555;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;87;448;9;9;2;105;29;11.66;-238;0;-26.45;169;38;18.77;59;0.13169642857142858;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;119;329;6;6;2;119;45;19.83;-91;0;-15.17;122;38;20.33;59;0.17933130699088146;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;341;807;9;9;2;273;73;30.33;-261;0;-29.0;152;30;16.88;59;0.07311028500619579;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;977;310;7;7;2;151;85;21.57;-8;0;-1.15;104;38;14.85;31;0.1;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;88;7;1;1;1;4;4;4.0;1;1;1.0;16;16;16.0;59;8.428571428571429;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;89;3;1;1;1;2;2;2.0;1;1;1.0;16;16;16.0;59;19.666666666666668;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;76;3;1;1;1;2;2;2.0;1;1;1.0;16;16;16.0;59;19.666666666666668;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;673;641;14;14;3;476;125;34.0;311;311;22.21;149;24;10.64;59;0.09204368174726989;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;73;23;2;2;1;18;15;9.0;13;13;6.5;43;27;21.5;59;2.5652173913043477;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;189;325;8;8;2;190;68;23.75;55;55;6.87;114;24;14.25;59;0.18153846153846154;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;85;40;2;2;2;33;29;16.5;26;26;13.0;29;16;14.5;59;1.475;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;159;11;1;1;1;11;11;11.0;11;11;11.0;16;16;16.0;31;2.8181818181818183;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;595;490;7;7;2;296;126;42.28;102;102;14.57;94;38;13.42;59;0.12040816326530612;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;17;51;4;4;2;46;26;11.5;41;41;10.25;95;77;23.75;0;0.0;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;20;30;2;2;1;28;26;14.0;26;26;13.0;31;27;15.5;59;1.9666666666666666;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;122;39;3;3;2;35;20;11.66;31;31;10.33;45;27;15.0;59;1.5128205128205128;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;57;20;2;2;1;13;11;6.5;6;6;3.0;65;38;32.5;59;2.95;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;46;36;2;2;2;18;11;9.0;0;0;0.0;57;30;28.5;59;1.6388888888888888;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;63;483;7;7;2;162;96;23.14;-159;0;-22.72;146;38;20.85;59;0.12215320910973085;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;58;51;2;2;2;26;17;13.0;1;1;0.5;57;30;28.5;59;1.1568627450980393;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;0;0;3;3;2;0;0;0.0;0;0;0.0;95;38;31.66;0;0.0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;0;0;5;5;2;0;0;0.0;0;0;0.0;117;38;23.4;0;0.0;Yes
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java;22;42;2;2;2;42;25;21.0;42;42;21.0;28;27;14.0;0;0.0;Yes
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;48;27;3;3;2;26;18;8.66;25;25;8.33;67;27;22.33;59;2.185185185185185;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;37;7;1;1;1;4;4;4.0;1;1;1.0;27;27;27.0;59;8.428571428571429;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;308;44;2;2;1;22;20;11.0;0;0;0.0;65;38;32.5;59;1.3409090909090908;No
3;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;649;508;9;9;3;483;168;53.66;458;458;50.88;227;77;25.22;59;0.11614173228346457;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;284;98;4;4;3;69;45;17.25;40;40;10.0;110;77;27.5;59;0.6020408163265306;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;63;8;1;1;1;7;7;7.0;6;6;6.0;2;2;2.0;31;3.875;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java;28;108;2;2;1;104;100;52.0;100;100;50.0;28;18;14.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;125;162;1;1;1;162;162;162.0;162;162;162.0;18;18;18.0;0;0.0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;95;132;2;2;1;131;130;65.5;130;130;65.0;24;18;12.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;29;108;1;1;1;108;108;108.0;108;108;108.0;18;18;18.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;312;355;2;2;1;354;353;177.0;353;353;176.5;28;18;14.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;267;318;2;2;2;312;310;156.0;306;306;153.0;56;38;28.0;0;0.0;Yes
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;295;258;1;1;1;76;76;76.0;-106;0;-106.0;18;18;18.0;59;0.22868217054263565;Yes
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;42;64;2;2;2;63;62;31.5;62;62;31.0;95;77;47.5;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;40;62;2;2;2;61;60;30.5;60;60;30.0;95;77;47.5;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;295;331;2;2;2;326;321;163.0;321;321;160.5;95;77;47.5;0;0.0;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;298;30;2;2;2;22;17;11.0;14;14;7.0;95;77;47.5;59;1.9666666666666666;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;1079;1300;8;8;3;1249;679;156.12;1198;1198;149.75;156;77;19.5;0;0.0;Yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;37;109;3;3;1;109;64;36.33;109;109;36.33;25;11;8.33;0;0.0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;509;687;13;13;3;626;394;48.15;565;565;43.46;69;19;5.3;0;0.0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java;642;878;12;12;3;820;359;68.33;762;762;63.5;155;77;12.91;0;0.0;No
